Date,Time,Case,Primary Convective Type,Region,500m Bottom Cap Deep Layer Speed Shear [kts],500m Bottom Cap Deep Layer Directional Shear [deg],500m Wind Speed [kts],500m Wind Direction [deg],Upper Level Cap Wind Speed [kts],Upper Level Cap Wind Direction [deg],DAWN PBL Speed Shear [kts],DAWN PBL Directional Shear [deg],DAWN Mid Layer Speed Shear [kts],DAWN Mid Layer Directional Shear [deg],DAWN Upper Layer Speed Shear [kts],DAWN Upper Layer Directional Shear [deg],500m Bottom Cap Profile Height [m],Upper Level Cap Height [m],Environment Falling In,Environment Falling In Ambiguous,Convective Lifecycle
20170620,191054,10,Organized,Gulf,5.98,266.29,21.82,200.47,24.88,213.14,--,--,--,--,--,--,511.39,7619.8,Clear Near,--,--
20170620,191314,10,Organized,Gulf,14.66,312.64,29.35,197.05,26.55,226.93,--,--,--,--,--,--,511.22,7627.9,Clear Near,--,--
20170620,191424,10,Organized,Gulf,9.12,290.51,24.57,204.15,26.74,224.05,--,--,--,--,--,--,493.27,7632.1,Clear Near,--,--
20170620,191534,10,Organized,Gulf,8.78,308.85,26.52,199.79,25.06,219.14,--,--,--,--,--,--,484.94,7632.1,Clear Near,--,--
20170620,191644,10,Organized,Gulf,10.52,319.28,27.83,195.95,23.74,217.69,--,--,--,--,--,--,509.95,7629.4,Clear Near,--,--
20170620,192935,10,Organized,Gulf,30.29,330.05,43.42,169.5,17.96,203.68,--,--,--,--,--,--,497.23,7629.3,Clear Near,--,--
20170620,193045,10,Organized,Gulf,31.53,320.93,45.57,166.05,21.65,204.22,--,--,--,--,--,--,507.11,7630.2,Clear Near,--,--
20170620,193155,10,Organized,Gulf,32.03,315.53,44.9,164.35,22.84,206.88,--,--,--,--,--,--,494.31,7626.2,Clear Near,--,--
20170620,193305,10,Organized,Gulf,34.63,307.14,44.51,157.96,23.09,208.18,--,--,--,--,--,--,508.92,7626.4,Clear Near,--,--
20170620,193415,10,Organized,Gulf,35.87,311.13,45.72,158.03,21.26,207.81,--,--,--,--,--,--,507.89,7627.7,Clear Near,--,--
20170620,194445,10,Organized,Gulf,22.68,309.36,37.11,172.13,25.61,209.1,--,--,--,--,--,--,495.7,7620.8,Clear Near,--,--
20170620,194555,10,Organized,Gulf,22.91,308.07,34.26,170.18,23.11,211.85,--,--,--,--,--,--,503.57,7619.7,Clear Near,--,--
20170620,194705,10,Organized,Gulf,15.44,294.57,29.5,172.11,24.89,203.66,--,--,--,--,--,--,496.52,7619.6,Clear Near,--,--
20170620,194815,10,Organized,Gulf,19.44,302.49,32.17,174.9,25.49,212.08,--,--,--,--,--,--,496.22,7619.7,Clear Near,--,--
20170620,194925,10,Organized,Gulf,17.21,309.12,31.97,176.43,23.92,208.37,--,--,--,--,--,--,507.11,7622,Clear Near,--,--
20170620,195515,10,Organized,Gulf,14.58,233.99,16.63,199.3,29.79,215.47,--,--,--,--,--,--,500.46,7619,Clear Near,--,--
20170620,195625,10,Organized,Gulf,17.91,216.61,12.86,202.67,30.55,210.79,--,--,--,--,--,--,484.16,7617.7,Clear Near,--,--
20170620,195735,10,Organized,Gulf,26.62,204.17,5.94,271.99,29.38,214.96,--,--,--,--,--,--,513.68,7617,Clear Near,--,--
20170620,195845,10,Organized,Gulf,28.09,193.09,9.96,288.97,28.83,213.19,--,--,--,--,--,--,489.2,7618.4,Clear Near,--,--
20170620,195955,10,Organized,Gulf,37.09,184.48,17.36,319.25,27.75,210.85,--,--,--,--,--,--,507.19,7617.2,Clear Near,--,--
20170620,200718,10,Organized,Gulf,61.73,190.08,36.82,340.8,34.66,221.38,--,--,--,--,--,--,500.75,7615.8,Clear Near,--,--
20170620,200755,10,Organized,Gulf,52.14,187.65,32.63,333.52,31.09,223.74,--,--,--,--,--,--,515.66,7616.7,Clear Near,--,--
20170620,200832,10,Organized,Gulf,65,186.99,38.9,337.25,36.7,218.72,--,--,--,--,--,--,521.81,7618.5,Clear Near,--,--
20170620,200946,10,Organized,Gulf,57.44,191.91,33.53,342.48,32.69,222.17,--,--,--,--,--,--,507.58,7614.5,Clear Near,--,--
20170620,201216,10,Organized,Gulf,57.67,204.11,27.02,0.9,34.52,222.08,--,--,--,--,--,--,504.95,7613.3,Clear Near,--,--
20170620,201253,10,Organized,Gulf,58.18,204.62,28.36,355.16,36.27,227.23,--,--,--,--,--,--,516.33,7612.3,Clear Near,--,--
20170620,201330,10,Organized,Gulf,55.66,206.27,24.15,2.6,34.92,222.4,--,--,--,--,--,--,511.18,7610.8,Clear Near,--,--
20170620,201407,10,Organized,Gulf,56.45,206.89,25.28,3.4,34.76,223.75,--,--,--,--,--,--,490.26,7611.7,Clear Near,--,--
20170620,201444,10,Organized,Gulf,54.13,203.33,21.85,359.15,35.35,217.98,--,--,--,--,--,--,490.5,7610.9,Clear Near,--,--
20170620,201521,10,Organized,Gulf,56.61,209.6,21.76,10.16,36.8,220.94,--,--,--,--,--,--,504.1,7608.9,Clear Near,--,--
20170620,201636,10,Organized,Gulf,51.96,210.38,18.36,12.1,35.01,219.85,--,--,--,--,--,--,507.67,7608,Clear Near,--,--
20170620,201713,10,Organized,Gulf,60.82,205.7,27.3,6.93,36.06,219.8,--,--,--,--,--,--,479.61,7607.9,Clear Near,--,--
20170620,201750,10,Organized,Gulf,58.65,202.89,25.45,2.03,36.03,217.45,--,--,--,--,--,--,501.78,7607.2,Clear Near,--,--
20170620,202633,10,Organized,Gulf,26.24,269.32,27.74,156.96,30.07,210.75,--,--,--,--,--,--,513.69,7630.8,Clear Near,--,--
20170620,202848,10,Organized,Gulf,29.86,295.39,38.16,167.31,30.7,217.28,--,--,--,--,--,--,564.31,7637.2,Clear Near,--,--
20170620,203103,10,Organized,Gulf,26.99,320.11,42.48,176.12,26.04,213.65,--,--,--,--,--,--,508.5,7637.5,Clear Near,--,--
20170620,203318,10,Organized,Gulf,24.15,317.08,37.63,178.77,25.34,218.11,--,--,--,--,--,--,511.6,7607.9,Clear Near,--,--
20170620,203533,10,Organized,Gulf,15.49,343.89,35.25,189.54,22.32,207.03,--,--,--,--,--,--,509.41,7608.1,Clear Near,--,--
20170620,204218,10,Organized,Gulf,27.35,325.89,40.17,173.17,20.22,211.47,--,--,--,--,--,--,500.5,7618.9,Clear Near,--,--
20170602,181640,11,Scattered,Gulf,27.16,288.35,23.42,119.06,6.02,241.99,--,--,--,--,--,--,488.13,7622.2,Clear Near,--,--
20170602,192127,11,Scattered,Gulf,27.16,283.4,18.17,148.86,19.38,241.45,--,--,--,--,--,--,501.01,7622.5,Clear Near,--,--
20170602,192234,11,Scattered,Gulf,21.07,278.03,14.2,150.08,16.66,235.79,--,--,--,--,--,--,491.54,7670.1,Clear Near,--,--
20170602,192533,11,Scattered,Gulf,22.73,263.7,10.71,136.16,18.29,236.03,--,--,--,--,--,--,486.34,7599.3,Clear Near,--,--
20170602,193237,11,Scattered,Gulf,32.79,258.02,8.06,148.13,30.99,243.86,--,--,--,--,--,--,489.11,7644.8,Clear Near,--,--
20170602,193406,11,Scattered,Gulf,24,263.44,7.42,147.76,21.84,245.62,--,--,--,--,--,--,507,7602.9,Clear Near,--,--
20170602,193428,11,Scattered,Gulf,27.4,262.08,7.61,173.87,28.67,246.69,--,--,--,--,--,--,494.64,7596.1,Clear Near,--,--
20170602,193450,11,Scattered,Gulf,18.69,255.15,6.74,190.1,22.39,239.3,--,--,--,--,--,--,504.62,7598,Clear Near,--,--
20170602,193513,11,Scattered,Gulf,23.92,270.11,8.57,185.29,26.13,251.04,--,--,--,--,--,--,497.84,7627.6,Clear Near,--,--
20170602,193535,11,Scattered,Gulf,20.2,266.56,6.87,171.61,20.77,247.31,--,--,--,--,--,--,503.91,7629.1,Clear Near,--,--
20170602,193557,11,Scattered,Gulf,23.11,279.71,10.69,182.27,24.17,253.71,--,--,--,--,--,--,496.83,7594.7,Clear Near,--,--
20170602,193620,11,Scattered,Gulf,18.7,257.72,7.78,141.82,16.82,233.13,--,--,--,--,--,--,489.17,7590.3,Clear Near,--,--
20170602,193642,11,Scattered,Gulf,23.71,267.63,7.41,141.2,20.21,250.48,--,--,--,--,--,--,489.53,7654.9,Clear Near,--,--
20170602,193727,11,Scattered,Gulf,16.45,266.18,6.94,147.56,14.47,241.29,--,--,--,--,--,--,494.26,7620.6,Clear Near,--,--
20170602,193749,11,Scattered,Gulf,19.35,251,4.17,207.07,22.54,243.63,--,--,--,--,--,--,518.75,7638.8,Clear Near,--,--
20170602,194003,11,Scattered,Gulf,24.96,278.64,13.98,150.42,19.67,244.69,--,--,--,--,--,--,513.48,7628.3,Clear Near,--,--
20170602,194025,11,Scattered,Gulf,25.15,275.19,13.3,158,22.44,243.36,--,--,--,--,--,--,508.21,7635.5,Clear Near,--,--
20170602,194048,11,Scattered,Gulf,25.63,344.41,13.36,161.57,12.31,347.5,--,--,--,--,--,--,496.49,7628.5,Clear Near,--,--
20170602,194132,11,Scattered,Gulf,20.34,280.62,15.68,167.89,20.32,235.27,--,--,--,--,--,--,507.43,7641,Clear Near,--,--
20170602,194645,11,Scattered,Gulf,11.82,251.21,20.28,169.44,24.89,197.47,--,--,--,--,--,--,500.56,7677.1,Clear Near,--,--
20170602,195135,11,Scattered,Gulf,40.38,327.75,13.78,174.43,28.74,315.32,--,--,--,--,--,--,495.16,7564.1,Clear Near,--,--
20170611,170802,12,Scattered,Gulf,25.75,266.15,14.48,124.63,17,234.14,--,--,--,--,--,--,493.82,7585.2,Clear Near,--,--
20170611,170911,12,Scattered,Gulf,29.39,255.41,13.62,128.65,23.88,228.22,--,--,--,--,--,--,509.99,7641.8,Clear Near,--,--
20170611,171021,12,Scattered,Gulf,26.14,317.11,13.14,128.98,13.26,325.17,--,--,--,--,--,--,494.85,7643.4,Clear Near,--,--
20170611,171131,12,Scattered,Gulf,29.43,240.7,12.39,123.42,26.18,215.81,--,--,--,--,--,--,488.24,7594.2,Clear Near,--,--
20170611,171721,12,Scattered,Gulf,33.21,259.93,22.6,121.66,22.21,217.29,--,--,--,--,--,--,471.63,7590.6,Clear Near,--,--
20170611,172640,12,Scattered,Gulf,21.98,282.51,23.2,144.08,16.08,209.22,--,--,--,--,--,--,501.35,7633.1,Clear Near,--,--
20170611,172900,12,Scattered,Gulf,19.9,294.28,22.04,143.63,10.83,207.89,--,--,--,--,--,--,510.47,7620.4,Clear Near,--,--
20170611,173120,12,Scattered,Gulf,24.98,280.98,21.34,140.43,16,223.04,--,--,--,--,--,--,510.47,7638.5,Clear Near,--,--
20170611,173230,12,Scattered,Gulf,23.44,280.41,21.34,140.43,15.45,217.74,--,--,--,--,--,--,510.47,7620,Clear Near,--,--
20170611,173340,12,Scattered,Gulf,24.86,278.3,23.16,137.55,16.21,213.59,--,--,--,--,--,--,501.1,7616.9,Clear Near,--,--
20170611,173915,12,Scattered,Gulf,19.08,271.68,21.24,137.88,15.94,197.62,--,--,--,--,--,--,500.65,7609.3,Clear Near,--,--
20170611,174000,12,Scattered,Gulf,19.03,267.49,22.25,142.59,19.31,196.55,--,--,--,--,--,--,505.36,7609,Clear Near,--,--
20170611,174043,12,Scattered,Gulf,18.79,271.92,22.59,140.36,17.33,194.6,--,--,--,--,--,--,488.45,7606,Clear Near,--,--
20170611,174706,13,Organized,Gulf,18.7,290.97,22.15,146.11,12.76,203.62,--,--,--,--,--,--,525.05,7637.6,Clear Near,--,--
20170611,175039,13,Organized,Gulf,21.59,282.29,18.72,142.2,14.02,223.35,--,--,--,--,--,--,499.19,7606.1,Clear Near,--,--
20170611,175122,13,Organized,Gulf,19.97,277.8,18.51,139.69,13.82,214.39,--,--,--,--,--,--,513.73,7634.1,Clear Near,--,--
20170611,175204,13,Organized,Gulf,22.57,287.89,22.98,140.43,12.77,212.41,--,--,--,--,--,--,490.06,7635.4,Clear Near,--,--
20170611,175247,13,Organized,Gulf,22.26,277.1,18.33,133.26,13.14,221.7,--,--,--,--,--,--,485.16,7633.6,Clear Near,--,--
20170611,175330,13,Organized,Gulf,20.14,278.45,17.82,138.33,13.13,217.94,--,--,--,--,--,--,499.61,7636.6,Clear Near,--,--
20170611,175412,13,Organized,Gulf,22.96,282.61,20.54,140.34,14.25,220.7,--,--,--,--,--,--,500.53,7637.3,Clear Near,--,--
20170611,175455,13,Organized,Gulf,23.72,287.29,20.14,141.96,13.51,229.28,--,--,--,--,--,--,516.25,7633.8,Clear Near,--,--
20170611,175538,13,Organized,Gulf,23.15,273.44,17.34,131.22,14.22,225.08,--,--,--,--,--,--,483.49,7633.7,Clear Near,--,--
20170611,175829,13,Organized,Gulf,21.4,286.85,19.78,151.55,15.73,224.66,--,--,--,--,--,--,510.62,7623.5,Clear Near,--,--
20170611,175912,13,Organized,Gulf,16.25,279.5,19.49,159.13,17.99,210.31,--,--,--,--,--,--,515.98,7597.9,Clear Near,--,--
20170611,180037,13,Organized,Gulf,17.97,267.66,17.53,155.69,19.86,212.73,--,--,--,--,--,--,488.57,7626,Clear Near,--,--
20170611,180743,13,Organized,Gulf,11.24,305.76,15.92,187.2,14.44,230.33,--,--,--,--,--,--,484.19,7622.8,Clear Near,--,--
20170611,180952,13,Organized,Gulf,15.21,266.65,11.43,161.09,16.39,224.43,--,--,--,--,--,--,511.93,7617.3,Clear Near,--,--
20170611,181034,13,Organized,Gulf,15.99,259.1,7.95,163.98,17.22,231.7,--,--,--,--,--,--,506.31,7617.5,Clear Near,--,--
20170611,181200,13,Organized,Gulf,17.28,244.97,7.93,158.14,19.41,220.9,--,--,--,--,--,--,507.67,7615.1,Clear Near,--,--
20170611,181242,13,Organized,Gulf,15.4,258.28,12.58,166.87,19.65,218.47,--,--,--,--,--,--,516.07,7615.2,Clear Near,--,--
20170611,181325,13,Organized,Gulf,14.71,261,7.66,167.02,16.11,232.69,--,--,--,--,--,--,493.47,7616.3,Clear Near,--,--
20170611,181616,13,Organized,Gulf,21.27,253.01,4.89,122.53,18.47,241.39,--,--,--,--,--,--,489.17,7614.4,Clear Near,--,--
20170611,181659,13,Organized,Gulf,22.62,242.8,4.1,103.99,19.72,234.93,--,--,--,--,--,--,492.13,7613.9,Clear Near,--,--
20170611,181741,13,Organized,Gulf,21.05,251.01,4.61,96.41,17,244.33,--,--,--,--,--,--,497.65,7607.6,Clear Near,--,--
20170611,181952,13,Organized,Gulf,21.24,259.09,4.97,102.75,16.81,252.28,--,--,--,--,--,--,504.45,7608,Clear Near,--,--
20170611,182117,13,Organized,Gulf,19.38,249.45,6.35,127.46,16.9,230.88,--,--,--,--,--,--,502.37,7610.3,Clear Near,--,--
20170611,183614,13,Organized,Gulf,23.39,261.75,20.96,145.7,23.58,208.73,--,--,--,--,--,--,503.78,7610.5,Clear Near,--,--
20170611,183657,13,Organized,Gulf,31.88,258.02,19.69,141.86,29.16,220.72,--,--,--,--,--,--,504.82,7638.5,Clear Near,--,--
20170611,183740,13,Organized,Gulf,29.79,259.42,20.85,138.39,26.11,216.24,--,--,--,--,--,--,507.47,7636.9,Clear Near,--,--
20170611,185111,13,Organized,Gulf,17.67,236.99,1.6,69.41,16.11,235.77,--,--,--,--,--,--,508.9,7637.4,Clear Near,--,--
20170611,185402,13,Organized,Gulf,16.39,229.01,1.6,105.49,15.57,224.1,--,--,--,--,--,--,486.9,7630.5,Clear Near,--,--
20170611,185445,13,Organized,Gulf,15.63,229.86,3.07,51.15,12.56,229.54,--,--,--,--,--,--,488.62,7637.5,Clear Near,--,--
20170611,185528,13,Organized,Gulf,16.14,250.96,2.56,73.83,13.58,250.42,--,--,--,--,--,--,513.28,7636.2,Clear Near,--,--
20170611,185611,13,Organized,Gulf,15.59,238.1,3.34,71.78,12.36,234.44,--,--,--,--,--,--,485.47,7628.3,Clear Near,--,--
20170611,185653,13,Organized,Gulf,20.08,252.21,3.94,85.56,16.27,249,--,--,--,--,--,--,487.36,7620.6,Clear Near,--,--
20170611,185736,13,Organized,Gulf,20.56,242.18,6.84,52.64,13.86,246.88,--,--,--,--,--,--,513.74,7620.9,Clear Near,--,--
20170611,195035,13,Organized,Gulf,18.24,250.57,6.6,107.65,13.57,233.5,--,--,--,--,--,--,510.4,7634.1,Clear Near,--,--
20170611,195242,13,Organized,Gulf,20.84,255.12,8.88,104.1,13.77,236.91,--,--,--,--,--,--,508.99,7606.8,Clear Near,--,--
20170611,195325,13,Organized,Gulf,19.35,257.7,9.29,107.11,12.14,235.64,--,--,--,--,--,--,485.43,7608.8,Clear Near,--,--
20170611,202943,13,Organized,Gulf,39.55,265.51,22.81,144.81,34.11,230.42,--,--,--,--,--,--,491.24,7626,Clear Near,--,Weakening
20170611,203607,13,Organized,Gulf,28.27,256.31,20.21,150.91,30.07,215.93,--,--,--,--,--,--,497.93,7635.2,Clear Near,--,Weakening
20170611,203650,13,Organized,Gulf,22.28,254.28,19.78,148.94,25.58,206.07,--,--,--,--,--,--,514.6,7638.6,Clear Near,--,Weakening
20170611,203732,13,Organized,Gulf,24.97,263.15,18.86,155.46,26.32,220.1,--,--,--,--,--,--,488.5,7608.3,Clear Near,--,Weakening
20170611,203815,13,Organized,Gulf,21.57,252.94,15.66,157.83,25.5,215.24,--,--,--,--,--,--,511.47,7608.3,Clear Near,--,Weakening
20170611,203858,13,Organized,Gulf,23.36,254.26,17,146.47,24.33,212.57,--,--,--,--,--,--,486.25,7609.7,Clear Near,--,Weakening
20170611,203940,13,Organized,Gulf,18.36,258.47,15.32,152.82,20.5,212.44,--,--,--,--,--,--,514.2,7609.2,Clear Near,--,Weakening
20170611,204023,13,Organized,Gulf,16.54,247.49,14.31,156.28,21.64,206.1,--,--,--,--,--,--,497.53,7611.8,Clear Near,--,Weakening
20170611,204106,13,Organized,Gulf,16.43,236.78,13.46,152.35,22.23,199.73,--,--,--,--,--,--,505.88,7616.2,Clear Near,--,Weakening
20170611,204148,13,Organized,Gulf,16.31,243.69,15.77,149.52,21.85,197.65,--,--,--,--,--,--,498.63,7616.2,Clear Near,--,Weakening
20170611,204231,13,Organized,Gulf,15.52,236.04,13.64,144.13,20.32,193.9,--,--,--,--,--,--,489.21,7615.5,Clear Near,--,Weakening
20170611,204314,13,Organized,Gulf,13.51,243.43,12.74,150.52,18.1,198.75,--,--,--,--,--,--,494.25,7618.2,Clear Near,--,Weakening
20170611,204605,13,Organized,Gulf,17.87,261.25,18.85,124.38,13.53,188.95,--,--,--,--,--,--,489.64,7613.8,Clear Near,--,Weakening
20170611,204648,13,Organized,Gulf,14.92,238.27,14.6,125.37,16.32,182.75,--,--,--,--,--,--,493.52,7616.7,Clear Near,--,Weakening
20170611,204730,13,Organized,Gulf,14.68,242.34,12.75,126.12,14.58,190.69,--,--,--,--,--,--,485.54,7616.4,Clear Near,--,Weakening
20170611,204813,13,Organized,Gulf,18.02,239.64,14.71,114.78,15.43,188.15,--,--,--,--,--,--,513.91,7614.7,Clear Near,--,Weakening
20170611,204856,13,Organized,Gulf,19.54,241.13,16.99,121.09,18.39,188.01,--,--,--,--,--,--,495.35,7616,Clear Near,--,Weakening
20170611,204939,13,Organized,Gulf,21.02,254.51,19.79,124.16,17.17,193.06,--,--,--,--,--,--,499.01,7617.4,Clear Near,--,Weakening
20170611,205021,13,Organized,Gulf,18.71,245.54,16.51,124.9,17.55,191.48,--,--,--,--,--,--,508.27,7613.8,Clear Near,--,Weakening
20170611,205104,13,Organized,Gulf,17.66,247.33,15.35,119.48,14.66,191.56,--,--,--,--,--,--,503.21,7633.3,Clear Near,--,Weakening
20170611,205147,13,Organized,Gulf,17.06,252.9,16.69,127.46,15.47,191.41,--,--,--,--,--,--,492.31,7632.9,Clear Near,--,Weakening
20170611,205229,13,Organized,Gulf,24.26,257.97,18.71,119.92,16.23,207.55,--,--,--,--,--,--,509.94,7633.2,Clear Near,--,Weakening
20170611,205312,13,Organized,Gulf,21.15,270.28,19.53,127.04,12.92,205.52,--,--,--,--,--,--,500.53,7634.1,Clear Near,--,Weakening
20210821,223817,14,Organized,Western Atlantic,21.17,27.38,3.97,124.97,21.01,38.16,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,224648,14,Organized,Western Atlantic,5.9,34.54,11.8,111.15,14.37,87.58,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210821,224751,14,Organized,Western Atlantic,22.74,312.29,14.95,101.56,12.5,349.97,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,230224,14,Organized,Western Atlantic,9.41,280.03,19.57,87.97,10.56,77.23,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,230245,14,Organized,Western Atlantic,10.95,212.22,15.65,56.8,7.29,95.46,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,230307,14,Organized,Western Atlantic,9.45,230.68,16.44,66.72,7.81,86.23,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,230328,14,Organized,Western Atlantic,10.84,272.33,23.81,88.27,13.02,84.89,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,232237,14,Organized,Western Atlantic,22.37,243.59,32.23,74.22,11.04,96.17,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,233254,14,Organized,Western Atlantic,25.36,69.91,1.57,346.95,25.6,66.41,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,233648,14,Organized,Western Atlantic,18.19,170.05,20.68,57.54,21.69,108.32,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,233731,14,Organized,Western Atlantic,18.6,31.26,18.97,111.33,28.77,71.77,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,233938,14,Organized,Western Atlantic,12.53,34.51,15.47,111.97,21.93,78.05,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,234000,14,Organized,Western Atlantic,25.34,8.39,14.02,106.06,27.27,39.01,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210821,234042,14,Organized,Western Atlantic,17.4,43.77,12.34,67.26,29.14,53.49,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,234104,14,Organized,Western Atlantic,9.47,67.32,16.74,66.46,26.2,66.77,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210821,234332,14,Organized,Western Atlantic,24.95,99.7,9.41,126.01,33.65,106.82,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,185824,16,Organized,Caribbean,14.3,234.51,23.15,82.22,12.42,114.58,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,185845,16,Organized,Caribbean,10.71,208.35,21.52,85.99,18.19,115.8,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,185906,16,Organized,Caribbean,12.34,240.69,23.5,88.39,13.82,112.91,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,185926,16,Organized,Caribbean,13.08,244.34,24.4,88.19,13.51,111.24,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,185947,16,Organized,Caribbean,10.92,228.67,24.75,88.7,17.83,111.91,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190049,16,Organized,Caribbean,12.04,208.79,19.09,69.73,12.73,108.03,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190110,16,Organized,Caribbean,33.84,245.19,16.31,76.36,18.12,235.14,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190131,16,Organized,Caribbean,7.57,186.08,20.41,84.95,20.35,106.35,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210824,190151,16,Organized,Caribbean,16.99,84.87,8.77,177.5,18.76,112.7,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190212,16,Organized,Caribbean,26.15,247.77,21.19,94.33,11.9,195,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190233,16,Organized,Caribbean,26.84,210.84,24.73,87.72,24.63,153.61,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190254,16,Organized,Caribbean,9.85,215.18,22.8,75.35,16.54,97.95,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190314,16,Organized,Caribbean,12.67,189.73,25.66,63.63,20.88,93,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190335,16,Organized,Caribbean,21.94,198.52,25.7,68.86,20.55,124.17,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190356,16,Organized,Caribbean,11.48,290.22,26.24,69.2,19.13,46.01,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190417,16,Organized,Caribbean,15.53,185.09,23,71.13,21.91,111.5,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190437,16,Organized,Caribbean,30.98,193.06,25.1,60.76,23.31,140.27,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190458,16,Organized,Caribbean,32.43,194.02,25.58,72.51,28.96,145.17,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190519,16,Organized,Caribbean,23.4,199.56,24.82,69.58,20.43,130.96,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190540,16,Organized,Caribbean,23.33,188.49,24.96,64.82,22.84,123.05,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190600,16,Organized,Caribbean,9.14,212.41,23.38,67.1,16.7,85.26,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190621,16,Organized,Caribbean,20.08,208.5,26.88,56.27,13.06,102.03,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190642,16,Organized,Caribbean,25.29,203.53,26.05,66.13,18.66,132.65,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190703,16,Organized,Caribbean,34.43,205.89,27.23,60.63,19.65,153.73,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190723,16,Organized,Caribbean,5.55,274.34,22.32,148.35,19.57,161.62,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190744,16,Organized,Caribbean,9.2,262.95,23.25,104.77,15.1,117.85,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190805,16,Organized,Caribbean,15.06,254.33,28.34,96.17,15.41,117.49,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190826,16,Organized,Caribbean,23.15,222.33,28.87,83.87,19.21,136.94,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190846,16,Organized,Caribbean,22.62,218.57,27.7,71.53,15.08,126.19,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190907,16,Organized,Caribbean,21.49,216.41,26.86,70.57,15.1,123.61,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190928,16,Organized,Caribbean,23.17,211.79,26.88,62.34,13.67,121.88,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,190949,16,Organized,Caribbean,20.74,215.58,30.83,80.48,21.79,122.68,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191009,16,Organized,Caribbean,22.66,225.22,25.37,63.31,8.01,124.77,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191030,16,Organized,Caribbean,25.53,221.5,27.17,68,12.19,137.22,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191051,16,Organized,Caribbean,21.78,217.74,28.28,69.31,14.99,118.84,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210824,191112,16,Organized,Caribbean,23.71,231.68,24.78,66.39,6.3,139.33,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191132,16,Organized,Caribbean,37.1,234.89,26.14,70.73,13.92,204.03,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191153,16,Organized,Caribbean,22.3,173.12,25.52,64.64,28.07,113.54,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191214,16,Organized,Caribbean,20.9,201.97,24.43,63.28,16.33,120.94,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191235,16,Organized,Caribbean,18.92,229.06,24.34,66.12,8.36,107.74,--,--,--,--,--,--,495,7623,Clear Near,--,--
